,Unnamed: 0,school_name,address,score,district,grade,lat,long
614,614,Healy Murphy Child Care Center,"618 Live Oak Street, San Antonio, TX 78202",,Private,PK,N/A,N/A
615,615,Pci West End Head Start Center,"1226 NW 18th St, San Antonio, TX 78207",,Private,PK,N/A,N/A
616,616,Air Force Village Child Care,"Freedom Way Road, San Antonio, TX 78245",,Private,PK,N/A,N/A
617,617,Jewish Community Center Dcc,"12500 Northwest Military Highway, San Antonio, TX 78231",,Private,PK,N/A,N/A
618,618,Tree Of Life Day Care Center,"12525 Nacogdoches Road #107, San Antonio, TX 78217",,Private,PK,N/A,N/A
619,619,Shearer Hills Bapt Learning Center,"12615 San Pedro Avenue, San Antonio, TX 78216",,Private,PK,N/A,N/A
620,620,Silicon Drive Family Center,"12621 Silicon Drive #116, San Antonio, TX 78249",,Private,PK,N/A,N/A
621,621,Pci Meadowood Acres Head Start,"12625 Cinco De Mayo, San Antonio, TX 78252",,Private,PK,N/A,N/A
622,622,Irma O Huerta Day Care,"127 Saratoga Drive, San Antonio, TX 78213",,Private,PK-K,N/A,N/A
623,623,Bo Peep Learning Center,"12919 Park Crossing, San Antonio, TX 78217",,Private,PK,N/A,N/A
624,624,North Central Christian Church Child Care Center,"1300 Evans Road, San Antonio, TX 78258",,Private,PK,N/A,N/A
625,625,Greenacres Child Care Center,"1303 South Main Avenue, San Antonio, TX 78204",,Private,PK,N/A,N/A
626,626,Pci Santa Cruz Head Start Center,"1303 Tampico, San Antonio, TX 78207",,Private,PK,N/A,N/A
627,627,Nacogdoches KinderCare,"13030 Nacogdoches Rd., San Antonio, TX 78217",,Private,PK,N/A,N/A
628,628,Angel Valley Christian Dcc,"1305 Southwest Loop 410 #231, San Antonio, TX 78227",,Private,PK-K,N/A,N/A
629,629,Pci Valley Forge Head Start,"13134 Independence Ave, San Antonio, TX 78233",,Private,PK,N/A,N/A
630,630,Little Vineyard Pre-School,"1323 Brookstone, San Antonio, TX 78248",,Private,PK,N/A,N/A
631,631,Country Home Learning Center,"13315 Northwest Military Highway, San Antonio, TX 78231",,Private,PK,N/A,N/A
632,632,King Of Kings Lutheran School,"13888 Dreamwood Drive, San Antonio, TX 78233",,Private,PK,N/A,N/A
633,633,Ray Ellison Family Center,"1400 West Villaret Boulevard, San Antonio, TX 78224",,Private,PK,N/A,N/A
634,634,Lincoln Child Development Head Start,"1402 N Elmendorf St, San Antonio, TX 78207",,Private,PK,N/A,N/A
635,635,Wesley Child Development Center,"1406 Fitch St, San Antonio, TX 78211",,Private,PK,N/A,N/A
636,636,Stephanies Angels,"1411 Upland Road #2, San Antonio, TX 78219",,Private,PK-K,N/A,N/A
637,637,Positive Beginings Child Care Center,"142 E Amber St, San Antonio, TX 78221",,Private,PK,N/A,N/A
638,638,Panda Bear Day Care,"143 Encino Grande Street, San Antonio, TX 78232",,Private,PK,N/A,N/A
639,639,Pan American Head Start Center,"143 NW 36th St, San Antonio, TX 78237",,Private,PK,N/A,N/A
640,640,1 2 Me Childcare Center,"144 John Page, San Antonio, TX 78228",,Private,PK,N/A,N/A
641,641,Judith G Jaime Day Care,"14415 Twin Elm Woods, San Antonio, TX 78249",,Private,PK,N/A,N/A
642,642,The Growing Stage,"14435 Bulverde Road, San Antonio, TX 78247",,Private,PK,N/A,N/A
643,643,Ask-Galm,"1454 Saxon Hill, San Antonio, TX 78253",,Private,PK,N/A,N/A
644,644,Gan Gani Pre-School,"14541 Blanco Road, San Antonio, TX 78216",,Private,PK,N/A,N/A
645,645,Primrose School At Sonoma Ranch,"14875 Kyle Seale Parkway, San Antonio, TX 78255",,Private,PK-K,N/A,N/A
646,646,Country Home Learning Center,"14966 Spring Farm Street, San Antonio, TX 78247",,Private,PK,N/A,N/A
647,647,Smart Start Child Care Center,"1514 South Gevers Street, San Antonio, TX 78210",,Private,PK,N/A,N/A
648,648,Judson at Stahl Kindercare,"15170 Judson Road, San Antonio, TX 78247",,Private,PK,N/A,N/A
649,649,Open Windows Child Development Center,"1518 Steves Ave, San Antonio, TX 78210",,Private,PK,N/A,N/A
650,650,Educare Child Care Center #1,"5431 Ingram Road, San Antonio, TX 78228",,Private,PK,N/A,N/A
651,651,Kool Kids Learning Center,"15656 Classen Road, San Antonio, TX 78247",,Private,PK,N/A,N/A
652,652,Browns Child Care Nursery,"157 Schumacher, San Antonio, TX 78220",,Private,PK,N/A,N/A
653,653,Good Samaritan Center Dcc,"1600 Saltillo Street, San Antonio, TX 78207",,Private,PK,N/A,N/A
654,654,St Marks Pre-School,"1602 Thousand Oaks Drive, San Antonio, TX 78232",,Private,PK,N/A,N/A
655,655,Luv N Care Child Development Center,"16081 Henderson Pass, San Antonio, TX 78232",,Private,PK,N/A,N/A
656,656,Cardinals Nest Day Care,"1610 Martinaz- Loyosa, San Antonio, TX 78221",,Private,PK,N/A,N/A
657,657,Holy Trinity Presbyterian Dc,"16245 Nacogdoches Road, San Antonio, TX 78247",,Private,PK,N/A,N/A
658,658,Mama Chelos Group Day Care Hm,"1627 West Hildebrand Avenue, San Antonio, TX 78201",,Private,PK,N/A,N/A
659,659,Good Shephard Lutheran Dc,"1630 Goliad Road, San Antonio, TX 78223",,Private,PK-K,N/A,N/A
660,660,Guardian Angel Day Care,"1630 Pleasanton Road, San Antonio, TX 78221",,Private,PK,N/A,N/A
661,661,Christian Heritage Pre-School,"16316 San Pedro Ave, San Antonio, TX 78232",,Private,PK,N/A,N/A
662,662,St Andrews Child Development Center,"16320 Huebner Road, San Antonio, TX 78248",,Private,PK,N/A,N/A
663,663,La Petite Academy #7644,"16345 Judson Road, San Antonio, TX 78247",,Private,PK,N/A,N/A
664,664,Lil' Dragon Again Day Care,"3655 Fredericksburg Road #121, San Antonio, TX 78201",,Private,PK,N/A,N/A
665,665,Heintz Pre-School,"16550 Huebner Road, San Antonio, TX 78248",,Private,PK,N/A,N/A
666,666,La Petite Academy #945,"1700 Encino Rio #6, San Antonio, TX 78259",,Private,PK,N/A,N/A
667,667,St Anthony Day Care Center,"1707 Centennial Boulevard, San Antonio, TX 78211",,Private,PK,N/A,N/A
668,668,A Blessed Child Day Care,"1722 Texas Avenue, San Antonio, TX 78201",,Private,PK-K,N/A,N/A
669,669,My First Step Learning Center,"1734 W Poplar St, San Antonio, TX 78207",,Private,PK,N/A,N/A
670,670,Disciples Ministry Center DC,"1744 W Gramercy Pl, San Antonio, TX 78201",,Private,PK,N/A,N/A
671,671,May-Ric Day Care Center,"1808 Thompson Pl, San Antonio, TX 78226",,Private,PK,N/A,N/A
672,672,Fantasy Land Child Development Center,"1808 Thompson Place, San Antonio, TX 78226",,Private,PK,N/A,N/A
673,673,Big Bird Day Care Center,"1810 Thorain Boulevard, San Antonio, TX 78201",,Private,PK,N/A,N/A
674,674,Noah's Ark Christian Child Care Center,"189 SW Military Dr, San Antonio, TX 78214",,Private,PK,N/A,N/A
675,675,Aragon Spanish Academy,"18952 Redland Rd, San Antonio, TX 78259",,Private,PK,N/A,N/A
676,676,St Mark's United Methodist Ch Dc,"1902 Vance Jackson Road, San Antonio, TX 78213",,Private,PK,N/A,N/A
677,677,Madonna Neighborhood Center,"1906 Castroville Road, San Antonio, TX 78237",,Private,PK,N/A,N/A
678,678,Kids R Kids Day Care,"1909 West Bitters Road, San Antonio, TX 78248",,Private,PK,N/A,N/A
679,679,Gramma's Place,"1911 Serene Valley Street, San Antonio, TX 78227",,Private,PK,N/A,N/A
680,680,Kid Space,"19141 Stone Oak Parkway #804, San Antonio, TX 78258",,Private,PK-K,N/A,N/A
681,681,Diana Roberts Day Care Center,"1923 South Ellison Drive, San Antonio, TX 78245",,Private,PK,N/A,N/A
682,682,Crown Of Life Luth School,"19291 Stone Oak Parkway, San Antonio, TX 78258",,Private,PK,N/A,N/A
683,683,Oak Hills Church Pre-School,"6929 Camp Bullis Road, San Antonio, TX 78256",,Private,PK,N/A,N/A
684,684,Poppy's Kiddie Kampus,"200 Briggs Street, San Antonio, TX 78211",,Private,PK,N/A,N/A
685,685,Carmelite Learning Center,"2006 Martin Luther King Drive, San Antonio, TX 78203",,Private,PK,N/A,N/A
686,686,First Mexican Baptist Development Center,"201 Meredith Drive, San Antonio, TX 78228",,Private,PK-K,N/A,N/A
687,687,Childrens Lighthouse Lcc,"20906 Gathering Oak, San Antonio, TX 78260",,Private,PK,N/A,N/A
688,688,Shirleys Lil Angels,"210 Clutter Avenue, San Antonio, TX 78214",,Private,PK,N/A,N/A
689,689,San Antonio College Child Development,"210 West Ashby Place, San Antonio, TX 78212",,Private,PK,N/A,N/A
690,690,Country Kids Academy,"21002 Encino Commons, San Antonio, TX 78259",,Private,PK-K,N/A,N/A
691,691,Luv-N-Care Child Development Center,"21130 Gathering Oak, San Antonio, TX 78260",,Private,PK,N/A,N/A
692,692,Kids R Kids Day Care,"21780 Hardy Oak Boulevard, San Antonio, TX 78258",,Private,PK,N/A,N/A
693,693,Playland Child Care & Learning Center,"2203 Nogalitos, San Antonio, TX 78225",,Private,PK,N/A,N/A
694,694,St Phillips College Cdc,"2207 Wyoming Street, San Antonio, TX 78203",,Private,PK,N/A,N/A
695,695,Kid Kamp Day Care Center,"2211 South Hackberry Street, San Antonio, TX 78210",,Private,PK,N/A,N/A
696,696,Discovery School,"222 Salem Drive, San Antonio, TX 78201",,Private,PK-K,N/A,N/A
697,697,Castle Hills First Bapt Child Care Center,"2220 Northwest Military Highway, San Antonio, TX 78213",,Private,PK,N/A,N/A
698,698,New Kids On The Block Lc,"623 South WW White Road, San Antonio, TX 78220",,Private,PK,N/A,N/A
699,699,Children's Lighthouse Lc,"2250 Benrus Boulevard, San Antonio, TX 78228",,Private,PK,N/A,N/A
700,700,Blessed Sacrament Learning Center,"227 Keller Street, San Antonio, TX 78204",,Private,PK,N/A,N/A
701,701,Bethel Child Care Center,"227 S Acme Rd, San Antonio, TX 78237",,Private,PK,N/A,N/A
702,702,Miller Child Development Center,"Po Box 8336, San Antonio, TX 78208",,Private,PK,N/A,N/A
703,703,Sonbeam Learning Center No 2,"2200 Oak Hill Road, San Antonio, TX 78238",,Private,PK,N/A,N/A
704,704,St Paul Lutheran Child Development Center,"2302 South Presa Street, San Antonio, TX 78210",,Private,PK,N/A,N/A
705,705,Coker Child Care Center,"231 East North Loop Road, San Antonio, TX 78216",,Private,PK-K,N/A,N/A
706,706,Laurel Hgts Umc Wkdy Pre-School,"227 West Woodlawn Avenue, San Antonio, TX 78212",,Private,PK,N/A,N/A
707,707,My School 2,"235 West Sunset Road, San Antonio, TX 78209",,Private,PK,N/A,N/A
708,708,St Lawrence Day Care,"236 East Petaluma Boulevard, San Antonio, TX 78221",,Private,PK,N/A,N/A
709,709,Immaculate Conception Kindergarten,"2407 West Travis Street, San Antonio, TX 78207",,Private,PK,N/A,N/A
710,710,Primrose School-Huebner Village,"2410 Huebner Park, San Antonio, TX 78248",,Private,PK-K,N/A,N/A
711,711,Holli Hills Day Care Center,"2430 Wayne Drive, San Antonio, TX 78222",,Private,PK,N/A,N/A
712,712,Kids' Paradise Day Care,"2508 Buena Vista Street, San Antonio, TX 78207",,Private,PK,N/A,N/A
713,713,Little Red Schoolhouse,"2511 South WW White Road, San Antonio, TX 78222",,Private,PK,N/A,N/A
714,714,La Mision Day Care Center,"2512 South Hackberry Street, San Antonio, TX 78210",,Private,PK,N/A,N/A
715,715,Beitel Lutheran Day Care,"2515 Austin Hwy, San Antonio, TX 78218",,Private,PK,N/A,N/A
716,716,Creative Little Minds,"Po Box 831762, San Antonio, TX 78283",,Private,PK,N/A,N/A
717,717,Over The Rainbow Christian Dcc,"2617 South Zarzamora Street, San Antonio, TX 78207",,Private,PK,N/A,N/A
718,718,Pci Antrim Child Development Center,"270 Antrim Dr, San Antonio, TX 78218",,Private,PK,N/A,N/A
719,719,Mossrock Kindercare,"2711 Mossrock Drive, San Antonio, TX 78230",,Private,PK,N/A,N/A
720,720,St Matthews Untd Methodist Day School,"2738 MacArthur View, San Antonio, TX 78217",,Private,PK,N/A,N/A
721,721,Castle Hills Learning Center,"2769 Nacogdoches Road, San Antonio, TX 78217",,Private,PK,N/A,N/A
722,722,Just Drop-In Kidz Kare,"2770 Evans E Road, San Antonio, TX 78259",,Private,PK,N/A,N/A
723,723,Miller Child Care Development,"2805 E Commerce St, San Antonio, TX 78203",,Private,PK,N/A,N/A
724,724,Kiddie Koop,"28190 U.S. Highway 281 North, San Antonio, TX 78260",,Private,PK,N/A,N/A
725,725,Child's Morning Out,"28300 U.S. Highway 281 North, San Antonio, TX 78260",,Private,PK,N/A,N/A
726,726,House Of Prayer Kids In Action,"2911 Gunsmoke Drive, San Antonio, TX 78227",,Private,PK,N/A,N/A
727,727,Univ Presbyterian Child Center,"300 Bushnell Avenue, San Antonio, TX 78212",,Private,PK,N/A,N/A
728,728,Pci Odis Child Development,"300 Odis, San Antonio, TX 78204",,Private,PK,N/A,N/A
729,729,Pci Valley High Head Start,"702 San Pedro Avenue #100, San Antonio, TX 78212",,Private,PK,N/A,N/A
730,730,Wagner Early Childhood Center,"3000 North Foster Road, San Antonio, TX 78244",,Private,PK,N/A,N/A
731,731,Oak Hills Child Development & Learning Center,"3003 Colony Dr, San Antonio, TX 78230",,Private,PK,N/A,N/A
732,732,Respite Care Of San Antonio,"Po Box 12633, San Antonio, TX 78212",,Private,PK,N/A,N/A
733,733,Nanny Nite Child Care,"3155 Ackerman Road #107111, San Antonio, TX 78219",,Private,PK,N/A,N/A
734,734,La Petite Academy #954,"318 West Sunset Road, San Antonio, TX 78209",,Private,PK,N/A,N/A
735,735,Madison Sq Children's Development Center,"319 Camden Street, San Antonio, TX 78215",,Private,PK,N/A,N/A
736,736,Child Development Center,"3203 North Road, San Antonio, TX 78235",,Private,PK,N/A,N/A
737,737,Rainbow Station Pre-School,"322 East Sonterra Boulevard, San Antonio, TX 78258",,Private,PK,N/A,N/A
738,738,Candy Cane Childrens Center,"323 W Sunset Rd, San Antonio, TX 78209",,Private,PK,N/A,N/A
739,739,Tickle Bear Child Development Center,"333 Valley Hi Dr Ste1103, San Antonio, TX 78227",,Private,PK,N/A,N/A
740,740,Early Learning Institute,"3362 E Commerce St, San Antonio, TX 78220",,Private,PK,N/A,N/A
741,741,Pci Fredericksburg Child Development,"3435 Fredericksburg Rd, San Antonio, TX 78201",,Private,PK,N/A,N/A
742,742,Acorn School For Young Children,"3501 Broadway Street, San Antonio, TX 78209",,Private,PK-K,N/A,N/A
743,743,Lil Pardner's Child Care,"3605 Commercial Ave, San Antonio, TX 78221",,Private,PK,N/A,N/A
744,744,New Horizons School,"3700 Ridge Country Street, San Antonio, TX 78247",,Private,PK,N/A,N/A
745,745,Jp Morgan Chase Back-Up Child Care Center,"3700 Wiseman Boulevard, San Antonio, TX 78251",,Private,PK,N/A,N/A
746,746,Ymca Pre-School At Stablewood,"3703 Crooked Trail, San Antonio, TX 78227",,Private,PK-K,N/A,N/A
747,747,Educare Child Care Center #2,"3838 West Avenue, San Antonio, TX 78213",,Private,PK,N/A,N/A
748,748,First Presbyterian Childrens Center,"404 North Alamo Street, San Antonio, TX 78205",,Private,PK,N/A,N/A
749,749,Little Friends Day Care Center,"405 Walton Avenue, San Antonio, TX 78225",,Private,PK,N/A,N/A
750,750,Positive Beginnings-CC,"4060 Medical Dr, San Antonio, TX 78229",,Private,PK,N/A,N/A
751,751,Pci S Zarzamora,"4102 S Zarzamora St, San Antonio, TX 78225",,Private,PK,N/A,N/A
752,752,Little Red Caboose,"4122 Avenida Prima Street, San Antonio, TX 78233",,Private,PK,N/A,N/A
753,753,Happyland Dcc,"4168 Stahl Road, San Antonio, TX 78217",,Private,PK,N/A,N/A
754,754,San Antonio Country Day School,"4194 Jung Road, San Antonio, TX 78247",,Private,PK-6,N/A,N/A
755,755,Candy Cane Head Start,"4217 Clark Ave, San Antonio, TX 78223",,Private,PK,N/A,N/A
756,756,Loving Christian Learning Center,"4222 Sunshadow Street, San Antonio, TX 78217",,Private,PK,N/A,N/A
757,757,Bright Kids,"4230 Clear Spring Drive, San Antonio, TX 78217",,Private,PK,N/A,N/A
758,758,Carino Child Care Center,"435 Sims Avenue, San Antonio, TX 78225",,Private,PK,N/A,N/A
759,759,Pecan Valley Learning Center,"4359 Greco Drive, San Antonio, TX 78222",,Private,PK,N/A,N/A
760,760,Positive Beginings,"440 Labor St, San Antonio, TX 78210",,Private,PK,N/A,N/A
761,761,Kids Are Friends,"4503 Thousand Oaks Drive, San Antonio, TX 78233",,Private,PK,N/A,N/A
762,762,Mary's Go Round Day Care,"4507 Horton Place, San Antonio, TX 78214",,Private,PK,N/A,N/A
763,763,JustKids Christian Learning Center,"6204 Prue Road, San Antonio, TX 78240",,Private,PK,N/A,N/A
764,764,Kare Bears Day Care Center,"4530 Walzem Rd, San Antonio, TX 78218",,Private,PK,N/A,N/A
765,765,St Lukes Child Development Center,"4603 Manitou Drive, San Antonio, TX 78228",,Private,PK,N/A,N/A
766,766,Pci Carroll Child Development,"463 Holmgreen Rd, San Antonio, TX 78220",,Private,PK,N/A,N/A
767,767,Great Beginnings Child Development Center,"4630 Timco West, San Antonio, TX 78238",,Private,PK,N/A,N/A
768,768,Carolines Pooh Cottage,"4631 Beck Road, San Antonio, TX 78263",,Private,PK,N/A,N/A
769,769,Usaa Child Development Center,"4800 Usaa Boulevard, San Antonio, TX 78240",,Private,PK,N/A,N/A
770,770,Pci Circle North Child Development Center,"1223 Brady Boulevard, San Antonio, TX 78207",,Private,PK,N/A,N/A
771,771,St John Lutheran Day School,"502 East Nueva Street, San Antonio, TX 78205",,Private,PK,N/A,N/A
772,772,Barbee's Baby Camp Day Care,"5026 Village Way, San Antonio, TX 78218",,Private,PK,N/A,N/A
773,773,Ywca Olga H Madrid Center,"314 North Hackberry #101, San Antonio, TX 78202",,Private,PK-K,N/A,N/A
774,774,Little Farm School House,"5038 West Avenue, San Antonio, TX 78213",,Private,PK-K,N/A,N/A
775,775,Grace Ninos,"504 Avenue E, San Antonio, TX 78215",,Private,PK,N/A,N/A
776,776,University United Methodist Day School,"5084 De Zavala Road, San Antonio, TX 78249",,Private,PK-K,N/A,N/A
777,777,Arc Caring Choice,"13430 West Avenue, San Antonio, TX 78216",,Private,PK,N/A,N/A
778,778,Alice In Wonderland Day Care,"5084 Higdon Road, San Antonio, TX 78223",,Private,PK,N/A,N/A
779,779,St. Brigid's Kindergarten,"5118 Loma Linda Dr, San Antonio, TX 78201",,Private,PK,N/A,N/A
780,780,Pci Peabody Child Development,"518 Peabody Ave, San Antonio, TX 78211",,Private,PK,N/A,N/A
781,781,Northwood Presbyterian Day School,"518 Pike Road, San Antonio, TX 78209",,Private,PK,N/A,N/A
782,782,Ask-Colby Glass,"519 Clearview Dr, San Antonio, TX 78228",,Private,PK,N/A,N/A
783,783,Middle School Sylvias Day Care LGN Center,"5310 Sopan Am Expy Ih35, San Antonio, TX 78211",,Private,PK,N/A,N/A
784,784,St Margaret's Episc Day Care,"5310 Stahl Road, San Antonio, TX 78247",,Private,PK,N/A,N/A
785,785,Trinity Methodist Weekday School,"5319 Newcome Drive, San Antonio, TX 78229",,Private,PK,N/A,N/A
786,786,Educare Child Care,"3838 West Avenue, San Antonio, TX 78213",,Private,PK,N/A,N/A
787,787,Hands 'n Hands Child Care & Lc,"539 Carlisle Avenue, San Antonio, TX 78225",,Private,PK,N/A,N/A
788,788,Trinity Church Education Center,"5401 North Loop 1604 East, San Antonio, TX 78247",,Private,PK,N/A,N/A
789,789,Suburban School,"5409 Encino Park Road, San Antonio, TX 78240",,Private,PK-K,N/A,N/A
790,790,Educare Child Care Center #4,"5431 Ingram Road, San Antonio, TX 78228",,Private,PK,N/A,N/A
791,791,Discovery World Learning Cente,"5455 Prue Road, San Antonio, TX 78240",,Private,PK,N/A,N/A
792,792,Quality Kids Child Care,"5520 Eckhert Road, San Antonio, TX 78240",,Private,PK-K,N/A,N/A
793,793,Learning Time Day Care & Kindergarten,"554 Cupples Road, San Antonio, TX 78237",,Private,PK-K,N/A,N/A
794,794,Study Hall Lc-Sam Entrnprs,"2046 Babcock Road, San Antonio, TX 78229",,Private,PK,N/A,N/A
795,795,Career Point Day Care Center,"485 Spencer Lane, San Antonio, TX 78201",,Private,PK,N/A,N/A
796,796,Hope Lutheran Day Care Center,"5714 Callaghan Road, San Antonio, TX 78228",,Private,PK,N/A,N/A
797,797,La Petite Academy #7630,"5718 Eckhert Road, San Antonio, TX 78240",,Private,PK,N/A,N/A
798,798,War Cloud Child Development Center,"5851 War Cloud St, San Antonio, TX 78242",,Private,PK,N/A,N/A
799,799,Resurrection Children's Center,"5909 Walzem Road, San Antonio, TX 78218",,Private,PK,N/A,N/A
800,800,Lord-Life Luth Child Development Center,"5955 M G Road, San Antonio, TX 78251",,Private,PK,N/A,N/A
801,801,Child Time,"5965 Babcock Rd, San Antonio, TX 78240",,Private,PK,N/A,N/A
802,802,Kids' Corner Learning Center,"6003 Return Drive, San Antonio, TX 78214",,Private,PK,N/A,N/A
803,803,Discovery World Learning Center,"6020 Fountainwood St, San Antonio, TX 78233",,Private,PK,N/A,N/A
804,804,Pci Pearsall Child Development,"6030 Pearsall Rd, San Antonio, TX 78242",,Private,PK,N/A,N/A
805,805,Teeter Totter Child Care Center,"1935 Hickory Way, San Antonio, TX 78264",,Private,PK,N/A,N/A
806,806,Pci Gethsemane Child Development Center,"610 Avalon St, San Antonio, TX 78213",,Private,PK,N/A,N/A
807,807,Angel's Place Day Care,"610 E Josephine St, San Antonio, TX 78215",,Private,PK,N/A,N/A
808,808,Alamo Hgts Presbyterian Ch Day School,"6201 Broadway Street, San Antonio, TX 78209",,Private,PK,N/A,N/A
809,809,All My Children Day Care,"627 North General McMullen Drive, San Antonio, TX 78228",,Private,PK,N/A,N/A
810,810,Educare Child Care Center #3,"3838 West Avenue, San Antonio, TX 78213",,Private,PK,N/A,N/A
811,811,Michael's Child Care Center,"645 Kayton Avenue, San Antonio, TX 78210",,Private,PK,N/A,N/A
812,812,Lanark Children's Center No #1,"638 Lanark Drive, San Antonio, TX 78218",,Private,PK,N/A,N/A
813,813,Tot Spot Children's Day Care,"6503 South Flores Street #1, San Antonio, TX 78214",,Private,PK,N/A,N/A
814,814,Luv-N-Care #2,"6509 Grissom Road, San Antonio, TX 78238",,Private,PK-K,N/A,N/A
815,815,La Petite Academy Wurzbach,"6522 Wurzbach Road, San Antonio, TX 78240",,Private,PK,N/A,N/A
816,816,Northwest Hills Christian School,"8511 Heath Circle Drive, San Antonio, TX 78250",,Private,PK,N/A,N/A
817,817,Hills Quality Child Care Home,"6619 Quail Lake Drive, San Antonio, TX 78244",,Private,PK,N/A,N/A
818,818,Valley High Baptist Academy,"6623 Southwest Loop 410, San Antonio, TX 78227",,Private,PK,N/A,N/A
819,819,Growing Tree Child Development,"6632 Bandera Road, San Antonio, TX 78238",,Private,PK,N/A,N/A
820,820,Christian World Learning Center,"6633 Walzem Road, San Antonio, TX 78239",,Private,PK,N/A,N/A
821,821,La Petite Academy 7636,"6634 Spring Time Street, San Antonio, TX 78249",,Private,PK,N/A,N/A
822,822,St John Neumann Catholic School,"6680 Crestway Drive, San Antonio, TX 78239",,Private,PK-K,N/A,N/A
823,823,Christ Lutheran Day School,"6720 Broadway Street, San Antonio, TX 78209",,Private,PK,N/A,N/A
824,824,Children's Enrichment Center,"6739 Callaghan Road, San Antonio, TX 78229",,Private,PK,N/A,N/A
825,825,Country Home Learning Center,"6750 Poss Road, San Antonio, TX 78238",,Private,PK,N/A,N/A
826,826,Pci Montgomery Road Child Development,"6756 Montgomery Rd, San Antonio, TX 78239",,Private,PK,N/A,N/A
827,827,Northminister Early Learning Center,"6800 Tezel Rd, San Antonio, TX 78250",,Private,PK,N/A,N/A
828,828,George Gervin Child Care Center,"6903 South Sunbelt Drive, San Antonio, TX 78218",,Private,PK,N/A,N/A
829,829,La Petite Academy #7634,"700 Rayburn Drive, San Antonio, TX 78221",,Private,PK,N/A,N/A
830,830,Z Place Child Development Center,"702 Cincinnati Ave, San Antonio, TX 78201",,Private,PK,N/A,N/A
831,831,Alliance for Quality Child Care Center,"7042 Alamo Downs Pkwy, San Antonio, TX 78238",,Private,PK,N/A,N/A
832,832,New Westwood Child Development Center,"7060 West Military Drive, San Antonio, TX 78227",,Private,PK,N/A,N/A
833,833,Caring Friends Child Care,"708 E Quincy St, San Antonio, TX 78215",,Private,PK,N/A,N/A
834,834,Via Child Development Center,"711 West Laurel, San Antonio, TX 78212",,Private,PK,N/A,N/A
835,835,Valley Hi Assembly Of God Dcc,"4424 Southwest Loop 410, San Antonio, TX 78227",,Private,PK,N/A,N/A
836,836,Fox Tech Learning Center,"611 North Main Avenue, San Antonio, TX 78205",,Private,PK,N/A,N/A
837,837,Pci A & B Child Development Center,"7520 W Military Dr, San Antonio, TX 78227",,Private,PK,N/A,N/A
838,838,Depaul Family Center,"3050 Golden Avenue, San Antonio, TX 78211",,Private,PK,N/A,N/A
839,839,Future Generation Day Care,"7608 Narrow Pass Street, San Antonio, TX 78233",,Private,PK-K,N/A,N/A
840,840,Tezel Oaks Day Care,"7700 Tezel Rd, San Antonio, TX 78250",,Private,PK,N/A,N/A
841,841,Rainbow Day Care Center,"7719 Bronco Ln, San Antonio, TX 78227",,Private,PK,N/A,N/A
842,842,Ms Beth's House,"7736 Forest Stream, San Antonio, TX 78233",,Private,PK,N/A,N/A
843,843,Kid's World Day Care Center,"7790 Mainland Drive, San Antonio, TX 78250",,Private,PK-K,N/A,N/A
844,844,Emily's Angels Day Care,"7816 Rainey Meadow Lane, San Antonio, TX 78233",,Private,PK,N/A,N/A
845,845,Giant Steps Early Learning Center,"7900 Old Tezel Road, San Antonio, TX 78250",,Private,PK,N/A,N/A
846,846,Pci Pipers Lane Child Development Center,"7919 Pipers Ln, San Antonio, TX 78251",,Private,PK,N/A,N/A
847,847,Destiny Child Care Learning Center,"7923 Donore Pl, San Antonio, TX 78229",,Private,PK,N/A,N/A
848,848,Children's World Learning Center 476,"8003 Midcrown Dr, San Antonio, TX 78218",,Private,PK,N/A,N/A
849,849,Silver Spoons Pre-School,"1629 Meadow Way Drive, San Antonio, TX 78227",,Private,PK,N/A,N/A
850,850,Los Angeles Heights Development,"802 Catalina Ave, San Antonio, TX 78201",,Private,PK,N/A,N/A
851,851,Marbach Christian Day Care Center,"8023 Marbach Road, San Antonio, TX 78227",,Private,PK-K,N/A,N/A
852,852,Castle Hills Learning Center,"8030 Blanco Rd, San Antonio, TX 78216",,Private,PK,N/A,N/A
853,853,Kindercare,"8031 Culebra Road, San Antonio, TX 78251",,Private,PK-K,N/A,N/A
854,854,Medical Complex Child Care Center,"8036 Fredericksburg Road, San Antonio, TX 78229",,Private,PK,N/A,N/A
855,855,Avance Ehs Child Development Center-Kelly,"807 Buckner Drive, San Antonio, TX 78226",,Private,PK-K,N/A,N/A
856,856,Pci Latigo Child Development,"8101 Latigo Plz, San Antonio, TX 78227",,Private,PK,N/A,N/A
857,857,Windcrest Day Care Center,"8101 Midcrown Drive, San Antonio, TX 78239",,Private,PK,N/A,N/A
858,858,Country Home Learning Center,"8155 Fredericksburg Road, San Antonio, TX 78229",,Private,PK-K,N/A,N/A
859,859,Alamo Heights Umc Weekday School,"825 East Basse Road, San Antonio, TX 78209",,Private,PK,N/A,N/A
860,860,Prime Time Dc-Fernandez,"10255 Dover Ridge, San Antonio, TX 78250",,Private,PK,N/A,N/A
861,861,Ymca Children's Playhouse,"5538 Walzem Road, San Antonio, TX 78218",,Private,PK,N/A,N/A
862,862,Al-Madinah Academy,"8638 Fairhaven St, San Antonio, TX 78229",,Private,PK,N/A,N/A
863,863,Y School Age-Beard,"8725 Sonoma Pkwy, San Antonio, TX 78255",,Private,PK,N/A,N/A
