,Unnamed: 0,school_name,address,score,district,grade,lat,long
370,370,Longfellow Middle School,"1130 East Sunshine Drive, San Antonio, TX 78228",2.0,Public district,6-8,N/A,N/A
371,371,Lowell Middle,"919 Thompson Place, San Antonio, TX 78226",2.0,Public district,6-8,N/A,N/A
372,372,P F Stewart Elementary School,"1950 Rigsby Avenue, San Antonio, TX 78210",2.0,Public district,PK-5,N/A,N/A
373,373,Pershing Elementary School,"600 Sandmeyer Street, San Antonio, TX 78208",2.0,Public district,PK-5,N/A,N/A
374,374,Rhodes Middle School,"3000 Tampico Street, San Antonio, TX 78207",2.0,Public charter,6-8,N/A,N/A
375,375,Rodriguez Elementary School,"3626 West César E Chávez Boulevard, San Antonio, TX 78207",2.0,Public district,PK-5,N/A,N/A
376,376,Sarah S King Elementary School,"1001 Ceralvo Street, San Antonio, TX 78207",2.0,Public district,PK-5,N/A,N/A
377,377,Tafolla Middle School,"1303 West César E Chávez Boulevard, San Antonio, TX 78207",2.0,Public district,6-8,N/A,N/A
378,378,Woodlawn Elementary School,"1717 West Magnolia Avenue, San Antonio, TX 78201",2.0,Public district,PK-6,N/A,N/A
379,379,Alan B Shepard Middle School,"5558 Ray Ellison Boulevard, San Antonio, TX 78242",2.0,Public district,6-8,N/A,N/A
380,380,South San Antonio High School,"2515 Navajo Street, San Antonio, TX 78224",2.0,Public district,9-12,N/A,N/A
381,381,Abraham Kazen Middle School,"1520 Gillette Boulevard, San Antonio, TX 78224",2.0,Public district,6-8,N/A,N/A
382,382,Southside High School,"1460 Martinez Losoya Road, San Antonio, TX 78221",2.0,Public district,9-12,N/A,N/A
383,383,W M Pearce Primary School,"1460 Martinez Losoya Road, San Antonio, TX 78221",2.0,Public district,PK-4,N/A,N/A
384,384,Sharon Christa Mcauliffe Middle School,"11914 Dragon Lane, San Antonio, TX 78252",2.0,Public district,6-8,N/A,N/A
385,385,Highland Forest Elementary School,"3736 Southeast Military Drive, San Antonio, TX 78223",2.0,Public district,PK-3,N/A,N/A
386,386,Jubilee Academy,"4434 Roland Road, San Antonio, TX 78222",2.0,Public charter,PK-12,N/A,N/A
387,387,Legacy Middle School,"5903 South East Loop 410, San Antonio, TX 78222",2.0,Public district,6-8,N/A,N/A
388,388,Dr Paul S Saenz J High School,"1830 Basse Road, San Antonio, TX 78213",2.0,Public charter,7-8,N/A,N/A
389,389,New Frontiers Middle School,"4018 South Presa Street, San Antonio, TX 78223",2.0,Public charter,6-8,N/A,N/A
390,390,Monticello,"4618 San Pedro Avenue, San Antonio, TX 78212",2.0,Public charter,K-12,N/A,N/A
391,391,Kipp Un Mundo Dual Language Academ,"103 Tuleta Drive, San Antonio, TX 78212",2.0,Public charter,K-4,N/A,N/A
392,392,Southwest Preparatory School,"1258 Austin Highway, San Antonio, TX 78209",2.0,Public charter,PK-8,N/A,N/A
393,393,Positive Solutions Charter School,"1325 North Flores Street, San Antonio, TX 78212",1.0,Public charter,9-12,N/A,N/A
394,394,Southwest Preparatory School,"1258 Austin Highway, San Antonio, TX 78209",1.0,Public charter,PK-12,N/A,N/A
395,395,Reddix Center,"4711 Sid Katz Drive, San Antonio, TX 78229",1.0,Public district,PK-12,N/A,N/A
396,396,Connell Middle School,"400 Hot Wells Boulevard, San Antonio, TX 78223",1.0,Public charter,6-8,N/A,N/A
397,397,Wheatley Middle School,"415 Gabriel Street, San Antonio, TX 78202",1.0,Public district,6-8,N/A,N/A
398,398,Irving Middle,"1300 Delgado Street, San Antonio, TX 78207",1.0,Public charter,6-8,N/A,N/A
399,399,Ogden Elementary School,"2215 Leal Street, San Antonio, TX 78207",1.0,Public district,PK-5,N/A,N/A
400,400,Page Middle School,"401 Berkshire Avenue, San Antonio, TX 78210",1.0,Public district,6-8,N/A,N/A
401,401,Poe Middle School,"814 Aransas Avenue, San Antonio, TX 78210",1.0,Public district,6-8,N/A,N/A
402,402,Rogers Middle School,"314 Galway Street, San Antonio, TX 78223",1.0,Public district,6-8,N/A,N/A
403,403,Healy-Murphy,"618 Live Oak Street, San Antonio, TX 78202",1.0,Public district,9-12,N/A,N/A
404,404,Losoya Intermediate School,"1460 Martinez Losoya Road, San Antonio, TX 78221",1.0,Public district,5-6,N/A,N/A
405,405,Julian C Gallardo Elementary School,"1460 Martinez Losoya Road, San Antonio, TX 78221",1.0,Public district,PK-4,N/A,N/A
406,406,Radiance Academy Of Learning Westl,"8308 Fredericksburg Road, San Antonio, TX 78229",1.0,Public charter,7-8,N/A,N/A
407,407,Dr James L Burch Intermediate School,"5703 Blanco Road, San Antonio, TX 78216",1.0,Public charter,4-6,N/A,N/A
408,408,Southwest Preparatory Southeast Ca,"735 South Ww White Road, San Antonio, TX 78220",1.0,Public charter,PK-12,N/A,N/A
409,409,Pickett Academy,"1931 East Houston Street, San Antonio, TX 78202",1.0,Public district,6-12,N/A,N/A
410,410,Southwest Preparatory School-North,"6535 Culebra Road, San Antonio, TX 78238",1.0,Public charter,7-12,N/A,N/A
411,411,New Directions,"1258 Austin Highway, San Antonio, TX 78209",1.0,Public charter,9-12,N/A,N/A
412,412,Laurel Ridge,"17720 Corporate Woods Drive, San Antonio, TX 78259",1.0,Public charter,K-12,N/A,N/A
413,413,Alternative School,"1450 Gillette Boulevard, San Antonio, TX 78224",1.0,Public district,1-12,N/A,N/A
414,414,Carpe Diem Innovative School - Westwood,"8038 West Military Dr, San Antonio, TX 78227",1.0,Public charter,6-12,N/A,N/A
415,415,Por Vida Academy Charter High School,"1135 Mission Road, San Antonio, TX 78210",,Public charter,9-12,N/A,N/A
416,416,Higgs Carter King Gifted & Talente,"511 Fredericksburg Road, San Antonio, TX 78201",,Public charter,PK-12,N/A,N/A
417,417,John H Wood Jr Charter School At A,"620 East Afton Oaks Boulevard, San Antonio, TX 78232",,Public charter,5-12,N/A,N/A
418,418,Howard El,"7800 Broadway Street, San Antonio, TX 78209",,Public district,PK-K,N/A,N/A
419,419,Homebound,"6632 Bandera Road, San Antonio, TX 78238",,Public district,PK-12,N/A,N/A
420,420,The Carver Academy,"217 Robinson Pl, San Antonio, TX 78202",,Private,PK-6,N/A,N/A
421,421,East Central Development Center,"12271 Donop Road, San Antonio, TX 78223",,Public district,PK,N/A,N/A
422,422,Bexar County Lrn Center,"3621 Farm Road, San Antonio, TX 78223",,Public district,6-12,N/A,N/A
423,423,John H Wood Jr Charter School At S,"10325 Bandera Road, San Antonio, TX 78250",,Public charter,1-12,N/A,N/A
424,424,Frank M Tejeda Academy,"12121 South East Loop 410, San Antonio, TX 78221",,Public district,9-12,N/A,N/A
425,425,Judson Learning Academy,"6909 North Loop 1604 East, San Antonio, TX 78247",,Public district,9-12,N/A,N/A
426,426,Homebased Comp Ed,"3736 Perrin Central Boulevard, San Antonio, TX 78217",,Public district,6-12,N/A,N/A
427,427,Christian Montessori Academy,"5602 Utex Blvd., San Antonio, TX 78255",,Private,PK-6,N/A,N/A
428,428,Academy Of Creative Ed,"3736 Perrin Central Boulevard, San Antonio, TX 78217",,Public district,9-12,N/A,N/A
429,429,Pupil Personnel Campus,"5900 Evers Road, San Antonio, TX 78238",,Public district,PK-12,N/A,N/A
430,430,Excel Academy,"6500 Ingram Road, San Antonio, TX 78238",,Public district,11-12,N/A,N/A
431,431,Christus Santa Rosa,"333 North Santa Rosa Street, San Antonio, TX 78207",,Public district,PK-12,N/A,N/A
432,432,Brewer Elementary School,"906 Merida Street, San Antonio, TX 78207",,Public district,PK-5,N/A,N/A
433,433,Nelson Elementary School,"1014 Waverly Avenue, San Antonio, TX 78201",,Public district,PK-5,N/A,N/A
434,434,Steele Elementary School,"722 Haggin Street, San Antonio, TX 78210",,Public district,PK-5,N/A,N/A
435,435,W W White Elementary School,"545 South Ww White Road, San Antonio, TX 78220",,Public district,PK-5,N/A,N/A
436,436,Navarro Academy,"623 South Pecos La Trinidad, San Antonio, TX 78207",,Public district,8-12,N/A,N/A
437,437,Seidel Learning Center,"6711 South New Braunfels Avenue, San Antonio, TX 78223",,Public district,5-12,N/A,N/A
438,438,Antonian College Prep,"6425 West Avenue, San Antonio, TX 78213",,Private,9-12,N/A,N/A
439,439,Blessed Sacrament Catholic School,"600 Oblate Drive, San Antonio, TX 78216",,Private,PK-8,N/A,N/A
440,440,Central Catholic High School,"1403 North Saint Mary's Street, San Antonio, TX 78215",,Private,9-12,N/A,N/A
441,441,Holy Name Catholic School,"3814 Nash Boulevard, San Antonio, TX 78223",,Private,PK-8,N/A,N/A
442,442,Holy Spirit Catholic School,"770 West Ramsey Road, San Antonio, TX 78216",,Private,PK-8,N/A,N/A
443,443,Incarnate Word High School,"727 East Hildebrand Avenue, San Antonio, TX 78212",,Private,9-12,N/A,N/A
444,444,Little Flower Catholic School,"905 Kentucky Avenue, San Antonio, TX 78201",,Private,PK-8,N/A,N/A
445,445,Mt Sacred Heart School,"619 Mount Sacred Heart Road, San Antonio, TX 78216",,Private,PK-8,N/A,N/A
446,446,Our Lady of Peace Catholic School,"314 Merida St, San Antonio, TX 78207",,Private,2-11,N/A,N/A
447,447,Providence Catholic School,"1215 North Saint Mary's Street, San Antonio, TX 78215",,Private,6-12,N/A,N/A
448,448,St. Benedict School,"4547 Lord Rd, San Antonio, TX 78220",,Private,PK-8,N/A,N/A
449,449,St Cecilia School,"118 Lowell Street, San Antonio, TX 78210",,Private,PK-8,N/A,N/A
450,450,St. Gerard Catholic High School,"521 S New Braunfels, San Antonio, TX 78203",,Private,12,N/A,N/A
451,451,St. Gregory the Great School,"700 Dewhurst Road, San Antonio, TX 78213",,Private,PK-8,N/A,N/A
452,452,St James The Apostle School,"907 West Theo Avenue, San Antonio, TX 78225",,Private,PK-8,N/A,N/A
453,453,St John Bosco Elementary School,"5630 West Commerce Street, San Antonio, TX 78237",,Private,PK-8,N/A,N/A
454,454,St. John the Evangelist School,"128 S Audubon Dr, San Antonio, TX 78212",,Private,PK-8,N/A,N/A
455,455,St. Joseph Catholic School,"535 N Laredo Hwy, San Antonio, TX 78211",,Private,2-12,N/A,N/A
456,456,St. Leo the Great Catholic School,"119 Octavia Place, San Antonio, TX 78214",,Private,PK-8,N/A,N/A
457,457,St Thomas More Catholic School,"4427 Moana Drive, San Antonio, TX 78218",,Private,PK-8,N/A,N/A
458,458,St Pius X Catholic School,"7734 Robin Rest Drive, San Antonio, TX 78209",,Private,PK-8,N/A,N/A
459,459,St. Peter Prince of Apostles School,"112 Marcia Place, San Antonio, TX 78209",,Private,PK-8,N/A,N/A
460,460,St Paul Catholic School,"307 John Adams Drive, San Antonio, TX 78228",,Private,K-8,N/A,N/A
461,461,St. Marys School Riverwalk,"207 N St Marys, San Antonio, TX 78205",,Private,PK-8,N/A,N/A
462,462,Saint Mary Magdalen School,"1700 Clower, San Antonio, TX 78201",,Private,PK-8,N/A,N/A
463,463,St. Martin Hall,"411 SW 24th Street, San Antonio, TX 78207",,Private,PK-8,N/A,N/A
464,464,St Margaret Mary Parish School,"1202 Fair Avenue, San Antonio, TX 78223",,Private,PK-8,N/A,N/A
465,465,St Luke Catholic School,"4603 Manitou Drive, San Antonio, TX 78228",,Private,PK-8,N/A,N/A
466,466,St. Anthony Catholic High School,"3200 McCullough Avenue, San Antonio, TX 78212",,Private,9-12,N/A,N/A
467,467,St Luke's Episcopal School,"15 Saint Lukes Lane, San Antonio, TX 78209",,Private,PK-8,N/A,N/A
468,468,Gateway Christian School,"6623 5 Palms Drive, San Antonio, TX 78242",,Private,PK-12,N/A,N/A
469,469,Concordia Lutheran School,"16801 Huebner Rd, San Antonio, TX 78258",,Private,PK-8,N/A,N/A
470,470,Christian Heritage Schools,"16316 San Pedro Ave, San Antonio, TX 78232",,Private,K-12,N/A,N/A
471,471,St. George Episcopal School,"6900 West Avenue, San Antonio, TX 78213",,Private,PK-8,N/A,N/A
472,472,TMI - The Episcopal School of Texas,"20955 West Tejas Trail, San Antonio, TX 78257",,Private,6-12,N/A,N/A
473,473,Redeemer Lutheran School,"2507 Fredericksburg Road, San Antonio, TX 78201",,Private,K-8,N/A,N/A
474,474,San Antonio Academy Of Texas,"117 East French Place, San Antonio, TX 78212",,Private,PK-8,N/A,N/A
475,475,Sunshine Cottage School For Deaf Children,"603 East Hildebrand Avenue, San Antonio, TX 78212",,Private,PK-5,N/A,N/A
476,476,Kriterion A Montessori School,"611 West Ashby Place, San Antonio, TX 78212",,Private,n/a,N/A,N/A
477,477,Healy Murphy Center,"618 Live Oak Street, San Antonio, TX 78202",,Private,9-12,N/A,N/A
478,478,Lakeview Baptist School,"4001 W Martin Street, San Antonio, TX 78207",,Private,K-8,N/A,N/A
479,479,Pilgrim Congregational School,"500 Pilgrim Dr, San Antonio, TX 78213",,Private,PK-K,N/A,N/A
480,480,St Thomas Episcopal School,"1416 North Loop 1604 East, San Antonio, TX 78232",,Private,PK-5,N/A,N/A
481,481,Highland Hills Baptist School,"2751 E Southcross Blvd, San Antonio, TX 78223",,Private,PK-5,N/A,N/A
482,482,The Montessori School of San Antonio,"17722 Rogers Ranch Pkwy, San Antonio, TX 78258",,Private,PK-8,N/A,N/A
483,483,Town East Christian School,"2030 Bible St, San Antonio, TX 78220",,Private,PK-12,N/A,N/A
484,484,Rainbow Hills Baptist School,"2255 Horal St, San Antonio, TX 78227",,Private,PK-12,N/A,N/A
485,485,Trinity Christian Academy,"5401 N Loop 1604 E, San Antonio, TX 78247",,Private,PK-12,N/A,N/A
486,486,St. John Berchmans School,"1147 Cupples Road, San Antonio, TX 78226",,Private,PK-8,N/A,N/A
487,487,Village Parkway Christian School,"3002 Village Parkway, San Antonio, TX 78251",,Private,PK-5,N/A,N/A
488,488,New Life Christian Academy,"6622 U.S. 90, San Antonio, TX 78227",,Private,PK-12,N/A,N/A
489,489,Crossroads Christian Academy,"5834 Ray Ellison Blvd, San Antonio, TX 78242",,Private,PK-8,N/A,N/A
490,490,Valley-Hi Baptist Academy,"6623 S.W. Loop 410, San Antonio, TX 78227",,Private,PK-5,N/A,N/A
491,491,Child Montessori School,"2829 Hunters Green, San Antonio, TX 78231",,Private,n/a,N/A,N/A
492,492,Grace Christian School,"7760 Prue Road, San Antonio, TX 78249",,Private,PK-9,N/A,N/A
493,493,International Christian School,"4151 Culebra Road, San Antonio, TX 78228",,Private,PK-5,N/A,N/A
494,494,St. Matthew Catholic School,"10703 Wurzbach Road, San Antonio, TX 78230",,Private,PK-8,N/A,N/A
495,495,Omega School,"3737 Roosevelt, San Antonio, TX 78214",,Private,6-12,N/A,N/A
496,496,Antioch Christian Academy,"227 Eross, San Antonio, TX 78202",,Private,PK-6,N/A,N/A
497,497,Atonement Academy,"15415 Red Robin Road, San Antonio, TX 78255",,Private,"PK-2, 4-12",N/A,N/A
498,498,City Church Academy,"8308 Fredricksburg Rd, San Antonio, TX 78229",,Private,1-11,N/A,N/A
499,499,Christian Academy Of San Antonio,"325 Castroville Road, San Antonio, TX 78207",,Private,PK-12,N/A,N/A
500,500,Keystone School,"119 East Craig Place, San Antonio, TX 78212",,Private,PK-12,N/A,N/A
501,501,Lutheran High School Of San Antonio,"18104 Babcock Road, San Antonio, TX 78255",,Private,9-12,N/A,N/A
502,502,Royal Point Academy,"9965 Kriewald Rd., San Antonio, TX 78245",,Private,PK-5 & ungraded,N/A,N/A
503,503,Good Shepherd Lutheran Day Care,"1630 Goliad Rd, San Antonio, TX 78223",,Private,PK-K,N/A,N/A
504,504,St Davids Episcopal School,"1300 Wiltshire Avenue, San Antonio, TX 78209",,Private,PK-K,N/A,N/A
505,505,Eisenhauer Road Baptist School,"3950 Eisenhauer Road, San Antonio, TX 78218",,Private,PK-5,N/A,N/A
506,506,Colonial Hills United Methodist School,"5247 Vance Jackson Road, San Antonio, TX 78230",,Private,PK-K,N/A,N/A
507,507,Maranatha Adventist School,"2526 Goliad Road, San Antonio, TX 78223",,Private,3-8,N/A,N/A
508,508,Northwest Hills Christian School,"8511 Heath Circle Dr, San Antonio, TX 78250",,Private,PK-8,N/A,N/A
509,509,Palm Heights Christian Academy (formerly Palm Heights Baptist School),"1106 West Malone, San Antonio, TX 78225",,Private,PK-5,N/A,N/A
510,510,St Andrews Umc Weekday School,"722 Robinhood Place, San Antonio, TX 78209",,Private,PK-K,N/A,N/A
511,511,San Antonio Junior Academy,"1250 Holbrook Road, San Antonio, TX 78218",,Private,K-8,N/A,N/A
512,512,Scenic Hills SDA Christian School,"11223 Bandera Road, San Antonio, TX 78250",,Private,PK-9,N/A,N/A
513,513,Shepherd Of The Hills Lutheran School,"6914 Wurzbach Road, San Antonio, TX 78240",,Private,PK-8,N/A,N/A
514,514,Mac Arthur Park Lutheran School,"2903 Nacogdoches Road, San Antonio, TX 78217",,Private,PK-K,N/A,N/A
515,515,The Winston School San Antonio,"8565 Ewing Halsell Drive, San Antonio, TX 78229",,Private,7-12,N/A,N/A
516,516,Our Savior Lutheran School,"11503 Vance Jackson Road, San Antonio, TX 78230",,Private,PK-8,N/A,N/A
517,517,Leon Valley Christian Academy,"7990 Grissom Road, San Antonio, TX 78251",,Private,PK-6,N/A,N/A
518,518,Circle School,"217 Pershing Avenue, San Antonio, TX 78209",,Private,PK-8,N/A,N/A
519,519,The Christian School at Castle Hills,"2216 NW Military Hwy, San Antonio, TX 78213",,Private,PK-12,N/A,N/A
520,520,Saint Mary's Hall,"9401 Starcrest Dr, San Antonio, TX 78217",,Private,PK-12,N/A,N/A
521,521,Valley Hi Assembly of God Daycare,"4424 SW Loop 410, San Antonio, TX 78227",,Private,PK-K,N/A,N/A
522,522,The San Antonio Country Day School,"4194 Jung Road, San Antonio, TX 78247",,Private,PK-6,N/A,N/A
523,523,Cornerstone Christian Schools,"4802 Vance Jackson Rd, San Antonio, TX 78230",,Private,PK-12,N/A,N/A
524,524,Holy Rosary School,"155 Camino Santa Maria Street, San Antonio, TX 78228",,Private,PK-6,N/A,N/A
525,525,Laurel Ridge School,"17720 Corporate Woods Dr, San Antonio, TX 78259",,Private,n/a,N/A,N/A
526,526,Ewing Education Center,"201 Meredith Dr, San Antonio, TX 78228",,Private,n/a,N/A,N/A
527,527,Trinity United Methodist School,"5319 Newcome Drive, San Antonio, TX 78229",,Private,PK-5,N/A,N/A
528,528,Healy Murphy Pk,"618 Live Oak Street, San Antonio, TX 78202",,Public district,PK-K,N/A,N/A
529,529,San Antonio Technology Academy,"6655 First Park Ten Boulevard, San Antonio, TX 78213",,Public charter,9-12,N/A,N/A
530,530,Academy Of Careers And Technologie,"P O Box 681866, San Antonio, TX 78268",,Public charter,9-12,N/A,N/A
531,531,So San Antonio Career Ed Center,"2615 Navajo Street, San Antonio, TX 78224",,Public district,9-12,N/A,N/A
532,532,Nisd Intervention,"5900 Evers Road, San Antonio, TX 78238",,Public district,PK-12,N/A,N/A
533,533,Fenley Transitional Middle School,"906 March Avenue, San Antonio, TX 78214",,Public district,6-8,N/A,N/A
534,534,Fenley Transitional High School,"906 March Avenue, San Antonio, TX 78214",,Public district,9-12,N/A,N/A
535,535,Jewel C Wietzel Center,"9131 Yett Boulevard, San Antonio, TX 78221",,Public district,PK-12,N/A,N/A
536,536,Lighthouse Charter School,"2718 Frontier Drive, San Antonio, TX 78227",,Public charter,PK-12,N/A,N/A
537,537,Dominguez State Jail,"6535 Cagnon Road, San Antonio, TX 78252",,Public district,n/a,N/A,N/A
538,538,Rolling Hills Catholic School,"21140 Gathering Oak, San Antonio, TX 78260",,Private,PK-5,N/A,N/A
539,539,River City Christian School,"5810 Blanco Road, San Antonio, TX 78216",,Private,1-12,N/A,N/A
540,540,San Antonio Christian High School,"19202 Redland Road, San Antonio, TX 78259",,Private,PK-12,N/A,N/A
541,541,Univ Baptist Wee-School,"6465 Babcock Road, San Antonio, TX 78249",,Private,PK-K,N/A,N/A
542,542,Central At-Large,"6634 New Sulphur Springs Rd, San Antonio, TX 78263",,Private,K-12,N/A,N/A
543,543,Tejeda Junior Academy,"12121 South East Loop 410, San Antonio, TX 78221",,Public district,6-8,N/A,N/A
544,544,Holy Cross Of San Antonio,"426 North San Felipe Avenue, San Antonio, TX 78228",,Private,6-12,N/A,N/A
545,545,St. Anthony Catholic School,"205 W Huisache Ave, San Antonio, TX 78212",,Private,PK-8,N/A,N/A
546,546,Sunnybrook Christian Academy,"1620 Pinn Road, San Antonio, TX 78227",,Private,1-12,N/A,N/A
547,547,Dr David M Copeland Elementary School,"186 East Basse Road, San Antonio, TX 78209",,Public charter,PK-3,N/A,N/A
548,548,Cardenas Center,"3300 Ruiz Street, San Antonio, TX 78228",,Public district,PK,N/A,N/A
549,549,Harvest Schools,"1270 N Loop 1604 E, San Antonio, TX 78232",,Private,PK-12,N/A,N/A
550,550,Radiance Academy Of Learning (Abun,"8308 Fredericksburg Road, San Antonio, TX 78229",,Public charter,5-6,N/A,N/A
551,551,Blessed Hope Academy,"12721 Mountain Air, San Antonio, TX 78249",,Private,9-12,N/A,N/A
552,552,Cedar Creek School,"3427 Northeast Parkway, San Antonio, TX 78218",,Private,3-12,N/A,N/A
553,553,St John's Lutheran Day School,"502 East Nueva Street, San Antonio, TX 78205",,Private,PK-3,N/A,N/A
554,554,St Gerard Catholic School,"521 South New Braunfels Avenue, San Antonio, TX 78203",,Private,9-12,N/A,N/A
555,555,Buckner Fanning School at Mission Springs,"975 Mission Springs, San Antonio, TX 78258",,Private,PK-12,N/A,N/A
556,556,San Antonio Christian Middle School,"19202 Redland Rd Bldg F, San Antonio, TX 78259",,Private,6-8,N/A,N/A
557,557,Primrose School of Stone Oak,"689 Knights Cross Dr, San Antonio, TX 78258",,Private,PK-K,N/A,N/A
558,558,Achievers Center For Education,"5084 De Zavala Road, San Antonio, TX 78249",,Private,6-12,N/A,N/A
559,559,Primrose School-Cibolo Canyons,"3330 TPC Parkway, San Antonio, TX 78261",,Private,PK,N/A,N/A
560,560,Happy Days Day Care Center,"603 Brundage Avenue, San Antonio, TX 78223",,Private,PK,N/A,N/A
561,561,Ymca S/A-Watts,"835 West Southcross Boulevard, San Antonio, TX 78211",,Private,PK,N/A,N/A
562,562,Ymca After School Program,"835 West Southcross Boulevard, San Antonio, TX 78211",,Private,PK,N/A,N/A
563,563,San Antonio Ymca S/A-Seele,"835 West Southcross Boulevard, San Antonio, TX 78211",,Private,PK,N/A,N/A
564,564,Utsa Child Development Center,"1 Utsa Cir, San Antonio, TX 78249",,Private,PK,N/A,N/A
565,565,Bright Horizons,"100 Citibank Drive, San Antonio, TX 78245",,Private,PK,N/A,N/A
566,566,Pci Pipers Lane Head Start,"1000 Harriman Pl, San Antonio, TX 78207",,Private,PK,N/A,N/A
567,567,Phoenix Chldrn's Academy Pre-School,"10014 Wildhorse Parkway, San Antonio, TX 78254",,Private,PK,N/A,N/A
568,568,Kelly Field Chld Development Center,"3002 General Hudnell Drive, San Antonio, TX 78241",,Private,PK,N/A,N/A
569,569,Southern Angels Day Care Center,"102 Octavia Place, San Antonio, TX 78214",,Private,PK,N/A,N/A
570,570,Ella Austin Child Development Center,"Po Box 8147, San Antonio, TX 78208",,Private,PK,N/A,N/A
571,571,Salvation Army Southside Day Care Center,"1034 Fenfield Ave, San Antonio, TX 78211",,Private,PK,N/A,N/A
572,572,Country Home Learning Center,"104 Galleria Fair, San Antonio, TX 78232",,Private,PK-K,N/A,N/A
573,573,Shining Stars Learning Center,"1056 East Borgfeld Drive, San Antonio, TX 78260",,Private,PK-K,N/A,N/A
574,574,Stpaul's Lutheran Child Development,"106 & 211 Roseborough St, San Antonio, TX 78210",,Private,PK,N/A,N/A
575,575,Just for Kids Child Care Center,"106 Ave Maria Dr, San Antonio, TX 78216",,Private,PK,N/A,N/A
576,576,Pci Ferrari Head Start,"107 West Rampart Drive, San Antonio, TX 78216",,Private,PK,N/A,N/A
577,577,Montessori Schoolhouse,"10711 Dreamland Drive, San Antonio, TX 78230",,Private,PK-K,N/A,N/A
578,578,Arleens Pre-School,"1103 King Avenue, San Antonio, TX 78211",,Private,PK,N/A,N/A
579,579,Avance Carmen Cortez Cdc,"1103 South San Jacinto Street, San Antonio, TX 78207",,Private,PK,N/A,N/A
580,580,Pillars Learning Center,"11040 Reed Road, San Antonio, TX 78251",,Private,PK,N/A,N/A
581,581,Behold the Lamb Child Care Center,"1105 Nolan, San Antonio, TX 78202",,Private,PK,N/A,N/A
582,582,Child Time,"1107 W Bitters Rd, San Antonio, TX 78216",,Private,PK,N/A,N/A
583,583,Kids Zone Christian Day Care,"111 Dunaff Street, San Antonio, TX 78219",,Private,PK,N/A,N/A
584,584,La Petite Academy #961,"111 Emerald Glade, San Antonio, TX 78245",,Private,PK,N/A,N/A
585,585,Pci Imperial Child Development Center,"111 Imperial Blvd, San Antonio, TX 78226",,Private,PK,N/A,N/A
586,586,Jennie & Mikie's Child Care,"1110 Halliday Avenue, San Antonio, TX 78210",,Private,PK,N/A,N/A
587,587,Seton Home Child Development Center,"1115 Mission Road, San Antonio, TX 78210",,Private,PK,N/A,N/A
588,588,Little Dragons Castle,"8502 Old Pearsall Road, San Antonio, TX 78252",,Private,PK,N/A,N/A
589,589,St Peter Prnc Of Apostles Mdo,"111 Barilla Place, San Antonio, TX 78209",,Private,PK,N/A,N/A
590,590,Kids-R-Delightful Day Care,"11211 O'Connor Road, San Antonio, TX 78233",,Private,PK-K,N/A,N/A
591,591,Nite-Owl Child Care Center,"11220 Perrin Beitel Road #114, San Antonio, TX 78217",,Private,PK,N/A,N/A
592,592,Ed Franz Day Care-Prime Time,"1123 Navarro, San Antonio, TX 78205",,Private,PK,N/A,N/A
593,593,Prime Time Howard,"1123 Navarro St, San Antonio, TX 78205",,Private,PK,N/A,N/A
594,594,Southside Ymca Aft School Care,"5535 Walzem Road, San Antonio, TX 78239",,Private,PK,N/A,N/A
595,595,Little Lions Learning Academy,"1127 Mindie Ln, San Antonio, TX 78253",,Private,PK,N/A,N/A
596,596,Patricia Kindercare,"1127 Patricia Drive, San Antonio, TX 78213",,Private,PK,N/A,N/A
597,597,Poppy's Kiddie Kampus-Gillette,"200 Briggs Street, San Antonio, TX 78211",,Private,PK,N/A,N/A
598,598,Playtime Day Care Center,"11470 South Foster Road, San Antonio, TX 78223",,Private,PK,N/A,N/A
599,599,Toepperwein Road Kindercare,"11501 Toepperwein Road, San Antonio, TX 78233",,Private,PK,N/A,N/A
600,600,Mustard Seed Early Learning Center,"11555 Galm Road #200, San Antonio, TX 78254",,Private,PK,N/A,N/A
601,601,Kid Kountry,"12290 S Us Highway 181 Trlr 62, San Antonio, TX 78223",,Private,PK,N/A,N/A
602,602,Avance's Early Learning Academy,"118 N Medina St, San Antonio, TX 78207",,Private,PK,N/A,N/A
603,603,Parliament KinderCare,"11814 Parliament Dr., San Antonio, TX 78216",,Private,PK,N/A,N/A
604,604,Country Home Learning Center #5,"11909 Toepperwein Road, San Antonio, TX 78233",,Private,PK-K,N/A,N/A
605,605,St Pauls Learning Center,"1201 Donaldson Avenue, San Antonio, TX 78228",,Private,PK,N/A,N/A
606,606,De Paul Children's Center,"3050 Golden Avenue, San Antonio, TX 78211",,Private,PK,N/A,N/A
607,607,Christian Hands Child Care,"12010 Manzanita St, San Antonio, TX 78245",,Private,PK,N/A,N/A
608,608,Nora's Child Care,"12010 Manzanita St, San Antonio, TX 78245",,Private,PK,N/A,N/A
609,609,Elaine Miller Day Care,"1203 Burleson, San Antonio, TX 78202",,Private,PK-K,N/A,N/A
610,610,Grace Seashell Christian School,"1206 W Hein Rd, San Antonio, TX 78220",,Private,PK,N/A,N/A
611,611,Educare 8 Child Care Center,"1214 Babcock Rd, San Antonio, TX 78201",,Private,PK,N/A,N/A
612,612,Inman Christian Center,"1214 Colima Street, San Antonio, TX 78207",,Private,PK,N/A,N/A
613,613,Guerra Deberry Coody Dc,"122 East Houston Street, San Antonio, TX 78205",,Private,PK,N/A,N/A
