,Unnamed: 0,school_name,address,score,district,grade,lat,long
497,497,Ridgeview Presbyterian Child Nursery,"12717 Marsh Ln, Dallas, TX 75234",,Private,PK,N/A,N/A
498,498,Mrs. Richardson's School,"13226 Bee St, Dallas, TX 75234",,Private,PK,N/A,N/A
499,499,Peanut Gallery,"13255 Noel Road, Dallas, TX 75240",,Private,PK,N/A,N/A
500,500,Richland Academy Learning Center,"13340 Audelia Road #124, Dallas, TX 75243",,Private,PK,N/A,N/A
501,501,Little Darlings Gdh,"1335 Gregory Drive, Dallas, TX 75232",,Private,PK,N/A,N/A
502,502,Glenn Brook Child Devt Center,"1339 North Masters Drive, Dallas, TX 75217",,Private,PK,N/A,N/A
503,503,L'Abri Learning Center,"13408 Kit Ln, Dallas, TX 75240",,Private,PK,N/A,N/A
504,504,Montessori Sts.,"13518 Peyton Dr, Dallas, TX 75240",,Private,PK,N/A,N/A
505,505,Armadillos To Zebras,"14045 Waterfall Way, Dallas, TX 75240",,Private,PK-K,N/A,N/A
506,506,Parish Child Development Center,"4101 Sigma Road, Dallas, TX 75244",,Private,PK,N/A,N/A
507,507,Healthy Beginnings,"14120 Noel Road, Dallas, TX 75254",,Private,PK,N/A,N/A
508,508,Alternative Parents,"14207 Haymeadow Drive, Dallas, TX 75254",,Private,PK,N/A,N/A
509,509,Alternative Parents II,"14207 Haymeadow Dr, Dallas, TX 75254",,Private,PK,N/A,N/A
510,510,Children's Center Day Care,"Po Box 180159, Dallas, TX 75218",,Private,PK,N/A,N/A
511,511,Westwood Pre-School,"14340 Proton Rd, Dallas, TX 75244",,Private,PK,N/A,N/A
512,512,Kirkwood Christian Academy,"1440 Sunny Glen Dr, Dallas, TX 75232",,Private,PK,N/A,N/A
513,513,Spring Creek Private School,"14855 Spring Creek Road, Dallas, TX 75248",,Private,PK-K,N/A,N/A
514,514,Pearlie's Day Care,"1505 Quartet Drive, Dallas, TX 75241",,Private,PK-K,N/A,N/A
515,515,Rylie Day Care Center,"1509 Haymarket Road, Dallas, TX 75253",,Private,PK,N/A,N/A
516,516,Ser Child Development Center,"1525 W Mockingbird Ln, Dallas, TX 75235",,Private,PK,N/A,N/A
517,517,Spring Creek KinderCare,"15610 Spring Creek Road, Dallas, TX 75248",,Private,PK,N/A,N/A
518,518,Ellen's Daycare,"Hillcrest/Arapaho Area, Dallas, TX 75248",,Private,PK,N/A,N/A
519,519,Science Place Head Start,"1620 1st Avenue, Dallas, TX 75210",,Private,PK,N/A,N/A
520,520,Child's View Learning Center,"1712 Gus Thomasson Rd, Dallas, TX 75228",,Private,PK,N/A,N/A
521,521,Comunidad Child Care Center,"1721 North Garrett Avenue, Dallas, TX 75206",,Private,PK,N/A,N/A
522,522,Bent Tree Episcopal School,"17405 Muirfield Drive, Dallas, TX 75287",,Private,PK-K,N/A,N/A
523,523,Angel's Christian Pre-School,"17501 Davenport Road, Dallas, TX 75252",,Private,PK-K,N/A,N/A
524,524,Sharee Day Care,"2712 East Ann Arbor Avenue, Dallas, TX 75216",,Private,PK,N/A,N/A
525,525,Valley View Child Care Center,"17601 Marsh Lane, Dallas, TX 75287",,Private,PK,N/A,N/A
526,526,Oak Cliff Bible Flwshp Pre-School,"1201 West Camp Wisdom Road, Dallas, TX 75232",,Private,PK,N/A,N/A
527,527,Widner YWCA,"1811 S Hampton Rd, Dallas, TX 75208",,Private,PK,N/A,N/A
528,528,Town North YMCA Day Care-Sheffield,"18111 Kelly Blvd, Dallas, TX 75287",,Private,PK,N/A,N/A
529,529,Lil' Texans Academy,"18211 Kelly Boulevard, Dallas, TX 75287",,Private,PK-K,N/A,N/A
530,530,Bent Tree Day School,"Po Box 742824, Dallas, TX 75374",,Private,PK,N/A,N/A
531,531,Victory Private Child Care,"1833 Dolores Way, Dallas, TX 75232",,Private,PK,N/A,N/A
532,532,Developmental Learning Center,"1928 Ross Avenue, Dallas, TX 75201",,Private,PK,N/A,N/A
533,533,Kaleidoscope Child Development,"19310 Midway Road, Dallas, TX 75287",,Private,PK,N/A,N/A
534,534,Heavenly Care,"1948 Bickers Street, Dallas, TX 75212",,Private,PK,N/A,N/A
535,535,Callier Child Development Pre-School,"1966 Inwood Road, Dallas, TX 75235",,Private,PK-K,N/A,N/A
536,536,Parks-Wynnewood-Aft School,"2002 Didsbury Circle, Dallas, TX 75224",,Private,PK,N/A,N/A
537,537,Te Shay's Play House,"2043 Canada Dr, Dallas, TX 75212",,Private,PK,N/A,N/A
538,538,Knowledge Learning Corporation,"207 South Houston Street, Dallas, TX 75202",,Private,PK,N/A,N/A
539,539,Janet's Bundle of Joy Day Care,"2103 Fordham Rd, Dallas, TX 75216",,Private,PK,N/A,N/A
540,540,Sweet Fellowship Learning Center,"2106 Shellhorse, Dallas, TX 75241",,Private,PK,N/A,N/A
541,541,Redeemed Community Church YMCA,"2116 W Brooklyn Ave, Dallas, TX 75208",,Private,PK,N/A,N/A
542,542,Faith & Power Ministries DC,"2120 N St Agnstn Dr S126, Dallas, TX 75227",,Private,PK,N/A,N/A
543,543,Lakewood Child Development Center,"2120 St Augustine 120, Dallas, TX 75227",,Private,PK,N/A,N/A
544,544,Sherandas Playhouse Ii,"2124 North Prairie Creek Road, Dallas, TX 75227",,Private,PK,N/A,N/A
545,545,Shaun's Place,"2200 East Ledbetter Drive, Dallas, TX 75216",,Private,PK,N/A,N/A
546,546,Braswell Child Development,"2203 South 2nd Avenue, Dallas, TX 75210",,Private,PK,N/A,N/A
547,547,Opal's Christian Day Care,"2211 E Illinois Ave, Dallas, TX 75216",,Private,PK,N/A,N/A
548,548,Heavens Little Angels,"2254 Areba Street, Dallas, TX 75203",,Private,PK,N/A,N/A
549,549,Tutor Time,"230 Campbell Road, Dallas, TX 75240",,Private,PK,N/A,N/A
550,550,La Marina Day Care,"2303 Mountain Lake Road, Dallas, TX 75224",,Private,PK,N/A,N/A
551,551,Southern Crest Learning Center,"2325 Locust Avenue, Dallas, TX 75216",,Private,PK,N/A,N/A
552,552,Gods Little Angels 24hr Dc,"2421 Matland Drive, Dallas, TX 75237",,Private,PK,N/A,N/A
553,553,Metropolitan Ymca-Park South,"2500 Romine Avenue, Dallas, TX 75215",,Private,PK,N/A,N/A
554,554,Humphrey's Kids,"2508 Highland Road, Dallas, TX 75228",,Private,PK,N/A,N/A
555,555,Jackson's Playland Home Dc,"2515 Peabody Avenue, Dallas, TX 75215",,Private,PK,N/A,N/A
556,556,For Keeps Sake Child Care Academy,"2520 Martin Luther King Junior Boulevard, Dallas, TX 75215",,Private,PK-K,N/A,N/A
557,557,El Kinder Bilingual Pre-School,"2523 South Buckner Boulevard, Dallas, TX 75227",,Private,PK,N/A,N/A
558,558,Sacorro Gongales Head Start,"2525 Lucas Drive, Dallas, TX 75219",,Private,PK,N/A,N/A
559,559,Plumbs Day School,"2615 Gus Thomasson Rd, Dallas, TX 75228",,Private,PK,N/A,N/A
560,560,Oak Cliff Head Start Center,"2623 Southerland Ave, Dallas, TX 75203",,Private,PK,N/A,N/A
561,561,New Life Christian Academy,"2626 Gus Thomasson Rd, Dallas, TX 75228",,Private,1-12,N/A,N/A
562,562,Margie Faye Foundation,"2638 South Beckley Avenue, Dallas, TX 75224",,Private,PK,N/A,N/A
563,563,Miss Ria's Play School Dc,"2707 April Hill Lane, Dallas, TX 75287",,Private,PK,N/A,N/A
564,564,Precious Moments Learning Center,"2712 Benrock Street, Dallas, TX 75241",,Private,PK,N/A,N/A
565,565,Alemeda Heights Community Child Care Center,"2721 Lyola Street, Dallas, TX 75241",,Private,PK-K,N/A,N/A
566,566,Hamilton Academy,"2725 Valley View Lane, Dallas, TX 75234",,Private,PK-K,N/A,N/A
567,567,Apple Tree Christian Academy,"2726 West Illinois Avenue, Dallas, TX 75233",,Private,PK,N/A,N/A
568,568,H H Banks Day Care Center,"2735 Marder Street, Dallas, TX 75215",,Private,PK-K,N/A,N/A
569,569,Hazel Austin S Gdh,"2763 Meadow Isle Lane, Dallas, TX 75237",,Private,PK,N/A,N/A
570,570,God's Holy Temple Day Care Center,"2771 Fordham Rd, Dallas, TX 75216",,Private,PK,N/A,N/A
571,571,Barbara's Quality Child Care,"2803 Nicholson Dr, Dallas, TX 75224",,Private,PK,N/A,N/A
572,572,De's Tiny Tot Day Care Home,"2817 Salerno Drive, Dallas, TX 75224",,Private,PK,N/A,N/A
573,573,Inwood Day School,"2820 Inwood Rd, Dallas, TX 75235",,Private,PK,N/A,N/A
574,574,Marillac Social Center Day Care,"2827 Lapsley Street, Dallas, TX 75212",,Private,PK,N/A,N/A
575,575,First Steps Academy & Dcc,"11002 Dennis Road, Dallas, TX 75229",,Private,PK,N/A,N/A
576,576,Tom Thumb Nursery And Kndg #Ii,"2846 South Beckley Avenue, Dallas, TX 75224",,Private,PK,N/A,N/A
577,577,Childs Choice,"2850 Singleton Blvd, Dallas, TX 75212",,Private,PK,N/A,N/A
578,578,New Age Day Care Academy,"2920 North Prairie Creek Road, Dallas, TX 75227",,Private,PK,N/A,N/A
579,579,Child Care Group,"2922 Martin Luther King Junior Boulevard, Dallas, TX 75215",,Private,PK,N/A,N/A
580,580,Sunnyview Head Start,"2927 Stag Road, Dallas, TX 75241",,Private,PK,N/A,N/A
581,581,Abc Day School 2,"2928 Remond Drive, Dallas, TX 75211",,Private,PK-K,N/A,N/A
582,582,Alta Mesa Park Day Care Center,"2939 Palo Alto Drive, Dallas, TX 75241",,Private,PK-K,N/A,N/A
583,583,Christ Lutheran Preschool,"3001 Lovers Lane, Dallas, TX 75225",,Private,PK,N/A,N/A
584,584,Oaklawn Methodist Child Development Center,"3014 Oak Lawn Avenue, Dallas, TX 75219",,Private,PK,N/A,N/A
585,585,Christianland Preparatory Ps,"3944 Kiest Meadow Drive, Dallas, TX 75233",,Private,PK,N/A,N/A
586,586,St Pius X Parish Day Care Center,"3030 Gus Thomasson Road, Dallas, TX 75228",,Private,PK,N/A,N/A
587,587,Good Street Learning Center,"3126 Hatcher Street, Dallas, TX 75215",,Private,PK,N/A,N/A
588,588,Lancaster-Kiest Head Start,"3200 South Lancaster Road, Dallas, TX 75216",,Private,PK,N/A,N/A
589,589,Poder Y Gozo Day Care Center,"3203 West Davis Street, Dallas, TX 75211",,Private,PK,N/A,N/A
590,590,Jerry Junkins Head Start,"321 Calumet Ave, Dallas, TX 75211",,Private,PK,N/A,N/A
591,591,Mi Escuelita Head Start,"3100 Crossman Avenue, Dallas, TX 75212",,Private,PK,N/A,N/A
592,592,Kiddie Korner Private School,"328 West 12th Street, Dallas, TX 75208",,Private,PK,N/A,N/A
593,593,Shirley Murray Day Care Center,"330 Ann Arbor, Dallas, TX 75216",,Private,PK,N/A,N/A
594,594,Kirby's Kreative Learning Center,"330 South R L Thornton Freeway, Dallas, TX 75203",,Private,PK,N/A,N/A
595,595,Highland Pk Methodist Chld Development Pgrm,"3300 Mockingbird Lane, Dallas, TX 75205",,Private,PK,N/A,N/A
596,596,Sheranda's Playhouse,"2124 North Prairie Creek Road, Dallas, TX 75227",,Private,PK,N/A,N/A
597,597,Brookhaven Child Care,"3331 Golfing Green Drive, Dallas, TX 75234",,Private,PK,N/A,N/A
598,598,Cole's Child Care Center,"3333 Hansboro Ave, Dallas, TX 75233",,Private,PK,N/A,N/A
599,599,A Kids of Dallas Day Care,"3403 Shelley Blvd, Dallas, TX 75211",,Private,PK,N/A,N/A
600,600,Jefferson Place Learning & DC,"3430 S Marsalis Ave, Dallas, TX 75216",,Private,PK,N/A,N/A
601,601,Noland Estes Head Start,"3434 S Rl Thornton Fwy, Dallas, TX 75224",,Private,PK,N/A,N/A
602,602,All Sts. Episcopal Learning Center,"3617 Abrams Rd, Dallas, TX 75214",,Private,PK,N/A,N/A
603,603,Bachman Head Start,"3641 West Northwest Highway, Dallas, TX 75220",,Private,PK-K,N/A,N/A
604,604,Lakewest Head Start,"3737 Goldman Street, Dallas, TX 75212",,Private,PK,N/A,N/A
605,605,Early Head Start Lakewest Program,"3737 Goldman St, Dallas, TX 75212",,Private,PK,N/A,N/A
606,606,Shepherd's School,"222 South Hall Street, Dallas, TX 75226",,Private,PK,N/A,N/A
607,607,Little Star's Kiddie Land,"3818 S Lancaster Rd, Dallas, TX 75216",,Private,PK,N/A,N/A
608,608,Donalson's Child Care,"3839 State Oak Drive, Dallas, TX 75241",,Private,PK,N/A,N/A
609,609,Preparatory Place Academy,"3846 Opal Avenue, Dallas, TX 75216",,Private,PK,N/A,N/A
610,610,Northway Baptist Child Development Ct,"3877 Walnut Hill Ln, Dallas, TX 75229",,Private,PK,N/A,N/A
611,611,Little Folks Day School,"3933 NW Parkway, Dallas, TX 75225",,Private,PK,N/A,N/A
612,612,Baylor University Med Center Child Care,"3939 Crutcher St, Dallas, TX 75246",,Private,PK,N/A,N/A
613,613,Sharons Playground Lc,"3949 Saint Francis Avenue, Dallas, TX 75228",,Private,PK,N/A,N/A
614,614,Gannon Head Start Center,"3950 Gannon Lane, Dallas, TX 75237",,Private,PK,N/A,N/A
615,615,Head Start Of Greater Dallas,"3954 Gannon Lane, Dallas, TX 75237",,Private,PK,N/A,N/A
616,616,Park Cities Day School,"4011 Inwood Road, Dallas, TX 75209",,Private,PK-K,N/A,N/A
617,617,Perfect Place,"4014 Cockrell Hill Rd, Dallas, TX 75236",,Private,PK,N/A,N/A
618,618,Upumc Weekday School,"4024 Caruth Boulevard, Dallas, TX 75225",,Private,PK-K,N/A,N/A
619,619,Dallas/Benttree Kindercare,"4025 Frankford Road, Dallas, TX 75287",,Private,PK,N/A,N/A
620,620,Mi Escuelita Ps-W Clarendon,"4231 Maple Avenue, Dallas, TX 75219",,Private,PK,N/A,N/A
621,621,Adventure Land Day Care,"5915 Forest Lane #330, Dallas, TX 75230",,Private,PK-K,N/A,N/A
622,622,Irving I Bock Child Development Center High School,"407 West 10th Street, Dallas, TX 75208",,Private,PK,N/A,N/A
623,623,First Presbyterian Day Care Center,"1835 Young Street, Dallas, TX 75201",,Private,PK,N/A,N/A
624,624,Kiddie Kare,"4126 Maryland Avenue, Dallas, TX 75216",,Private,PK,N/A,N/A
625,625,Shining Star Day Care & Lc,"4148 Vandervort Drive, Dallas, TX 75216",,Private,PK-K,N/A,N/A
626,626,Dallas Co-Operative Pre-School,"11001 Midway Road, Dallas, TX 75229",,Private,PK,N/A,N/A
627,627,Mi Escuezita Cross Over Head Start,"4231 Maple Avenue, Dallas, TX 75219",,Private,PK,N/A,N/A
628,628,Dallas Day School,"4242 Office Parkway, Dallas, TX 75204",,Private,PK,N/A,N/A
629,629,Wilshire Baptist Church Dcc,"4316 Abrams Road, Dallas, TX 75214",,Private,PK,N/A,N/A
630,630,Other Mother Care Home,"4319 Fitzsimmons Street, Dallas, TX 75216",,Private,PK,N/A,N/A
631,631,Town North Ymca Dc-Sheffield,"4332 Northaven Road, Dallas, TX 75229",,Private,PK,N/A,N/A
632,632,Bethlehem Bapt Ch Day Nursery,"4401 Baldwin Street, Dallas, TX 75210",,Private,PK,N/A,N/A
633,633,Day Care Center of Dallas,"4410 Leland Ave, Dallas, TX 75215",,Private,PK,N/A,N/A
634,634,Mi Escuelita Pre-Sch-Cedar Spg,"4231 Maple Avenue, Dallas, TX 75219",,Private,PK,N/A,N/A
635,635,Schreiber Methodist Pre-School,"4525 Rickover Drive, Dallas, TX 75244",,Private,PK,N/A,N/A
636,636,Horace H Landauer Head Start,"4539 Munger Avenue, Dallas, TX 75204",,Private,PK,N/A,N/A
637,637,Crescent Child Care Center,"4605 Village Fair Dr, Dallas, TX 75224",,Private,PK,N/A,N/A
638,638,Dallas Can Early Cdc,"4621 Ross Avenue, Dallas, TX 75204",,Private,PK,N/A,N/A
639,639,D & K Little Love Ones,"4701 Chilton Dr, Dallas, TX 75227",,Private,PK,N/A,N/A
640,640,Carlisle School,"4705 West Lovers Lane, Dallas, TX 75209",,Private,PK-K,N/A,N/A
641,641,Kid's Korner Child Care Center,"4707 La Rue Street, Dallas, TX 75211",,Private,PK,N/A,N/A
642,642,Margaret Cone Head Start,"4716 Hatcher St, Dallas, TX 75210",,Private,PK,N/A,N/A
643,643,Learning Tree,"4751 Hopkins Street, Dallas, TX 75209",,Private,PK,N/A,N/A
644,644,Warren United Methodist Day Care Center,"4915 Brashear St, Dallas, TX 75210",,Private,PK,N/A,N/A
645,645,Good Shepard Community Child Care Center,"4931 Bernal Drive, Dallas, TX 75212",,Private,PK,N/A,N/A
646,646,Wilkinson Center,"Po Box 720248, Dallas, TX 75372",,Private,PK,N/A,N/A
647,647,Mi Escuelita Day Care,"1609 N. Henderson Avenue, Dallas, TX 75206",,Private,PK,N/A,N/A
648,648,Little Saints Pre-School,"5231 Meadowcreek Drive, Dallas, TX 75248",,Private,PK,N/A,N/A
649,649,American Care Day Care,"530 South R L Thornton Freeway, Dallas, TX 75203",,Private,PK-K,N/A,N/A
650,650,Preston Royal Pre-School,"5600 Royal Lane, Dallas, TX 75229",,Private,PK,N/A,N/A
651,651,Rosie M Harris Head Start Center,"5700 Jarvis Cir, Dallas, TX 75215",,Private,PK,N/A,N/A
652,652,Aaa Day Care Center,"5734 Junius Street, Dallas, TX 75214",,Private,PK-K,N/A,N/A
653,653,Rainbow Land Child Care Center,"5739 Worth Street, Dallas, TX 75214",,Private,PK,N/A,N/A
654,654,Smu Pre-School & Child Care Center,"Po Box 750215, Dallas, TX 75275",,Private,PK,N/A,N/A
655,655,Bryans House,"5940 Forest Park Road, Dallas, TX 75235",,Private,PK,N/A,N/A
656,656,Bradswell Kids Too,"5969 Highland Village Drive, Dallas, TX 75241",,Private,PK,N/A,N/A
657,657,Park Cities Ymca Pre School Prgm,"6000 Preston Road, Dallas, TX 75205",,Private,PK,N/A,N/A
658,658,St Phillips Mission Bapt Dcc,"6000 Singing Hills Drive, Dallas, TX 75241",,Private,PK-K,N/A,N/A
659,659,Apple Valley Day School,"601 Apple Valley Ln, Dallas, TX 75260",,Private,PK,N/A,N/A
660,660,God's Gift Daycare,"1403 Adelaide Drive, Dallas, TX 75216",,Private,PK,N/A,N/A
661,661,Childrens Creative World,"6011 University Hills Boulevard, Dallas, TX 75241",,Private,PK,N/A,N/A
662,662,Angels Playland,"606 Haines Avenue, Dallas, TX 75208",,Private,PK-K,N/A,N/A
663,663,Dee's Day Home,"6112 Concerto Ln, Dallas, TX 75241",,Private,PK,N/A,N/A
664,664,Hubbards Day Care Center,"621 Avenue G, Dallas, TX 75203",,Private,PK,N/A,N/A
665,665,First Step Learning Centre,"6303 Forest Park Road, Dallas, TX 75235",,Private,PK,N/A,N/A
666,666,Eastridge Academy Dc,"Po Box 742824, Dallas, TX 75374",,Private,PK-K,N/A,N/A
667,667,Preston Hollow Methodist School,"6315 Walnut Hill Lane, Dallas, TX 75230",,Private,PK,N/A,N/A
668,668,Lake Highlands Baptist Church,"642 Brookhurst Drive, Dallas, TX 75218",,Private,PK,N/A,N/A
669,669,Kidztime Hourly Playcare,"6434 E Mockingbird Ln, Dallas, TX 75214",,Private,PK,N/A,N/A
670,670,Ridgewood Park Pre-School,"6445 East Lovers Lane, Dallas, TX 75214",,Private,PK,N/A,N/A
671,671,A M Brooks Head Start,"6502 Military Parkway, Dallas, TX 75227",,Private,PK,N/A,N/A
672,672,Gran's Lil Angel,"4504 Hamblen Drive, Dallas, TX 75232",,Private,PK-K,N/A,N/A
673,673,Sister's Care Learning Center,"6515 Roper St, Dallas, TX 75209",,Private,PK,N/A,N/A
674,674,Unity Day School,"6525 Forest Ln, Dallas, TX 75230",,Private,PK,N/A,N/A
675,675,Rose's Day Care Center,"6544 Kenwell Street, Dallas, TX 75209",,Private,PK-K,N/A,N/A
676,676,Singing Hills Baptist Ch Lc,"6550 University Hills Boulevard, Dallas, TX 75241",,Private,PK,N/A,N/A
677,677,Aisha's Learning Center,"6610 Tyree St, Dallas, TX 75209",,Private,PK,N/A,N/A
678,678,Cmbc Learning Center,"6808 Pastor Bailey Drive, Dallas, TX 75237",,Private,PK,N/A,N/A
679,679,Christian Stronghold Academy,"6810 Samuell Blvd, Dallas, TX 75228",,Private,PK,N/A,N/A
680,680,Williamson House,"6822 Fisher Road, Dallas, TX 75214",,Private,PK,N/A,N/A
681,681,Children's World Learning Center 745,"6868 Walling Ln, Dallas, TX 75231",,Private,PK,N/A,N/A
682,682,Montess School At Hillcrest,"6950 McCallum Boulevard, Dallas, TX 75252",,Private,PK,N/A,N/A
683,683,Arterry Benjamin's Care,"7004 Carter Rd, Dallas, TX 75217",,Private,PK,N/A,N/A
684,684,Hampton Road Nursery School,"702 S Hampton Rd, Dallas, TX 75208",,Private,PK,N/A,N/A
685,685,Wee Wisdom Day Care Center,"7022 Woodwick Drive, Dallas, TX 75232",,Private,PK,N/A,N/A
686,686,Jeanettes Little Haven,"7110 Holly Hill Drive, Dallas, TX 75231",,Private,PK,N/A,N/A
687,687,Learning Tree,"9100 Diceman Drive, Dallas, TX 75218",,Private,PK-K,N/A,N/A
688,688,Mrs. Lynn's Little Angels,"7118 Winterberry, Dallas, TX 75249",,Private,PK,N/A,N/A
689,689,Northway Christian Day School,"7202 West Northwest Highway, Dallas, TX 75225",,Private,PK,N/A,N/A
690,690,Cassandras Place,"7203 Hardwood Trl, Dallas, TX 75249",,Private,PK,N/A,N/A
691,691,Pee Wee Day Care Center,"7205 Tillman Street, Dallas, TX 75217",,Private,PK,N/A,N/A
692,692,Creative Kids Learning Center,"7530 Forney Road, Dallas, TX 75227",,Private,PK,N/A,N/A
693,693,White Rock YMCA,"7305 Gaston Dr, Dallas, TX 75214",,Private,PK,N/A,N/A
694,694,Mimi Day Care,"7323 Flameleaf Place, Dallas, TX 75249",,Private,PK,N/A,N/A
695,695,Sabrenda's Home Daycare,"7553 Christie Lane, Dallas, TX 75249",,Private,PK,N/A,N/A
696,696,Alcove's Day Care Center,"7557 Rambler Road, Dallas, TX 75231",,Private,PK,N/A,N/A
697,697,Deborah Jones Home Day Care,"7707 Los Alamitos Street, Dallas, TX 75232",,Private,PK,N/A,N/A
698,698,Mary L Rush Childrens Day Care,"7710 South Westmoreland Road, Dallas, TX 75237",,Private,PK,N/A,N/A
699,699,Sugar Cake Nursery School,"7717 Greenspan Ave, Dallas, TX 75232",,Private,PK,N/A,N/A
700,700,Nedra's Little Smiles,"7802 Dugan St, Dallas, TX 75217",,Private,PK,N/A,N/A
701,701,Fair Oaks Day School,"7825 Fair Oaks Avenue, Dallas, TX 75231",,Private,PK-K,N/A,N/A
702,702,Jewish Community Child Care Center-Dallas,"7900 Northaven Road, Dallas, TX 75230",,Private,PK,N/A,N/A
703,703,Busy Bee Day Care Center,"801 West Key, Dallas, TX 75224",,Private,PK,N/A,N/A
704,704,Prime Time,"8055 Ferguson Rd, Dallas, TX 75228",,Private,PK,N/A,N/A
705,705,Peanut Gallery,"8061 Walnut Hill Lane, Dallas, TX 75231",,Private,PK,N/A,N/A
706,706,E's Haven,"813 Ryan Road, Dallas, TX 75224",,Private,PK,N/A,N/A
707,707,One Of A Kind Day Care,"Po Box 360836, Dallas, TX 75336",,Private,PK,N/A,N/A
708,708,Mrs. C Home Day Care,"815 Clear Fork Dr, Dallas, TX 75232",,Private,PK,N/A,N/A
709,709,St. Phillip's Chrn Day Care,"8171 Military Pkwy, Dallas, TX 75227",,Private,PK,N/A,N/A
710,710,Dealey Child Care Center,"8190 Walnut Hill Lane, Dallas, TX 75231",,Private,PK,N/A,N/A
711,711,Dealey Child Care Center,"8200 Walnut Hill Ln, Dallas, TX 75231",,Private,PK,N/A,N/A
712,712,Claire's Christian Day School,"8202 Boedeker Drive, Dallas, TX 75225",,Private,PK,N/A,N/A
713,713,All In The Family Child Care Center,"827 Woodlawn Avenue, Dallas, TX 75208",,Private,PK,N/A,N/A
714,714,Pleasant Grove Baptist Day Care,"8421 Bohannon Dr, Dallas, TX 75217",,Private,PK,N/A,N/A
715,715,Temple Emanuel Pre-School,"8500 Hillcrest Avenue, Dallas, TX 75225",,Private,PK,N/A,N/A
716,716,Redeemer's Child Care Center,"8519 Craighill Avenue, Dallas, TX 75209",,Private,PK-K,N/A,N/A
717,717,Lake Highlands Presbyterian Cdc,"8525 Audelia Road, Dallas, TX 75238",,Private,PK,N/A,N/A
718,718,New Mt Zion Day Care Center,"8835 Stults Road, Dallas, TX 75243",,Private,PK,N/A,N/A
719,719,Christian Childhood Development Center,"Po Box 551389, Dallas, TX 75355",,Private,PK,N/A,N/A
720,720,Lake June Head Start,"9030 Lake June Road, Dallas, TX 75217",,Private,PK-K,N/A,N/A
721,721,Forest Lane KinderCare,"9131 Forest Lane, Dallas, TX 75243",,Private,PK,N/A,N/A
722,722,Lovers Lane United Methodist Preschool,"9200 Inwood Rd, Dallas, TX 75220",,Private,PK,N/A,N/A
723,723,Ernie's Day Home,"932 Channing Circle, Dallas, TX 75224",,Private,PK,N/A,N/A
724,724,Mary's Home Center,"9547 Brewster St, Dallas, TX 75227",,Private,PK,N/A,N/A
725,725,Northpark Presbyterian Day School,"9555 North Central Expressway, Dallas, TX 75231",,Private,PK,N/A,N/A
726,726,Kids Country Child Care Center,"9571 Skillman Street, Dallas, TX 75243",,Private,PK,N/A,N/A
727,727,Kreative Kids Academy 1,"9664 Walnut Street, Dallas, TX 75243",,Private,PK,N/A,N/A
728,728,Shiloh Terr Bapt Child Development Center,"9810 La Prada Drive, Dallas, TX 75228",,Private,PK-K,N/A,N/A
729,729,Lake Highlands Christian Cec,"9919 McCree Road, Dallas, TX 75238",,Private,PK,N/A,N/A
730,730,Science Place School DC,"P.O. Box 151469, Dallas, TX 75315",,Private,PK,N/A,N/A
731,731,Family Place Day Care,"Po Box 7999, Dallas, TX 75209",,Private,PK,N/A,N/A
732,732,Africa-Care Academy,"724 West 10th Street, Dallas, TX 75208",,Private,PK-8,N/A,N/A
733,733,Duncanville Learning Center,"2007 West Red Bird Lane, Dallas, TX 75232",,Private,PK,N/A,N/A
734,734,Heaven's Touch Day Care Center,"2825 Valley View Ln, Dallas, TX 75234",,Private,PK,N/A,N/A
735,735,Dunkin Academy Day Care-Forney,"9628 Greensprint Drive, Dallas, TX 75238",,Private,PK,N/A,N/A
736,736,Broadway Baptist Ch Day Care,"600 North Pearl Street #1900, Dallas, TX 75201",,Private,PK,N/A,N/A
737,737,Dunkin Academy,"9628 Greensprint Drive, Dallas, TX 75238",,Private,PK,N/A,N/A
738,738,Tlc Cdc-Legacy,"1911 North Lamar Street #300, Dallas, TX 75202",,Private,PK,N/A,N/A
739,739,Southern Methodist University Pre-School Day Care Center,"5906 Hillcrest St, Dallas, TX 75275",,Private,PK,N/A,N/A
740,740,Smu Pre-School & Day Care,"P.O. Box 750215, Dallas, TX 75275",,Private,PK,N/A,N/A
741,741,Middle Campus,"1825 Market Center Boulevard, Dallas, TX 75207",,Public charter,6-8,N/A,N/A
742,742,Summit International Preparatory,"1825 Market Center Boulevard, Dallas, TX 75207",,Public charter,9-12,N/A,N/A
743,743,Uplift Summit International Preparatory Primary School,"1825 Market Center Boulevard, Dallas, TX 75207",,Public charter,K-5,N/A,N/A
744,744,Drc Campus,"1673 Terre Colony Court, Dallas, TX 75212",,Public charter,3-12,N/A,N/A
745,745,Sau Campus,"414 South R L Thornton Freeway, Dallas, TX 75203",,Public charter,3-12,N/A,N/A
746,746,Learning Alternative Center For Em,"4949 Village Fair Drive, Dallas, TX 75224",,Public district,6-8,N/A,N/A
747,747,School Community Guidance Center,"4949 Village Fair Drive, Dallas, TX 75224",,Public district,9-12,N/A,N/A
748,748,Dallas County Jjaep Desoto Campus,"1673 Terre Colony Court, Dallas, TX 75212",,Public district,3-12,N/A,N/A
749,749,P A S S Learning Center,"1673 Terre Colony Court, Dallas, TX 75212",,Public district,5-12,N/A,N/A
